date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:16	43363/43363	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:06:03%20GMT	http://www.ellipsonic.com/js/jquery.mapael.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/jquery.mapael.js	(from http://www.ellipsonic.com/)
11:14:17	84280/84280	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2014:42:33%20GMT	http://cdnjs.cloudflare.com/ajax/libs/jquery/2.1.1/jquery.min.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/cdnjs.cloudflare.com/ajax/libs/jquery/2.1.1/jquery.min.js	(from http://www.ellipsonic.com/)
11:14:19	91386/91386	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2014:46:35%20GMT	http://cdnjs.cloudflare.com/ajax/libs/raphael/2.1.2/raphael-min.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/cdnjs.cloudflare.com/ajax/libs/raphael/2.1.2/raphael-min.js	(from http://www.ellipsonic.com/)
11:14:22	25413/25413	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:05:58%20GMT	http://www.ellipsonic.com/js/examples.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/examples.js	(from http://www.ellipsonic.com/)
11:14:22	62682/62682	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:06:07%20GMT	http://www.ellipsonic.com/js/usa_states.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/usa_states.js	(from http://www.ellipsonic.com/)
11:14:23	127840/127840	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:06:08%20GMT	http://www.ellipsonic.com/js/world_countries.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/world_countries.js	(from http://www.ellipsonic.com/)
11:14:23	4135/4135	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:05:57%20GMT	http://www.ellipsonic.com/js/custom.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/custom.js	(from http://www.ellipsonic.com/)
11:14:24	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/fonts/glyphicons-halflings-regular.eot	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/fonts/glyphicons-halflings-regular.eot	(from http://www.ellipsonic.com/css/bootstrap.min.css)
11:14:24	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/fonts/glyphicons-halflings-regular.eot?	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.ellipsonic.com/css/bootstrap.min.css)
11:14:24	136841/136841	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:05:59%20GMT	http://www.ellipsonic.com/js/france_departments.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/france_departments.js	(from http://www.ellipsonic.com/)
11:14:24	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/fonts/glyphicons-halflings-regular.woff	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/fonts/glyphicons-halflings-regular.woff	(from http://www.ellipsonic.com/css/bootstrap.min.css)
11:14:25	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/fonts/glyphicons-halflings-regular.ttf	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/fonts/glyphicons-halflings-regular.ttf	(from http://www.ellipsonic.com/css/bootstrap.min.css)
11:14:25	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/fonts/glyphicons-halflings-regular.svg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/fonts/glyphicons-halflings-regular.svg	(from http://www.ellipsonic.com/css/bootstrap.min.css)
11:14:29	35943/35943	---MC-	200	added ('OK')	text/javascript	date:Mon,%2013%20Nov%202017%2020:19:12%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.google-analytics.com/analytics.js	(from http://www.ellipsonic.com/)
11:14:30	141940/141940	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:06:04%20GMT	http://www.ellipsonic.com/js/plugins.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/plugins.js	(from http://www.ellipsonic.com/)
11:14:34	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2003%20Jul%202017%2010:03:04%20GMT	http://www.ellipsonic.com/css/fonts/fontawesome-webfont.eot?v=4.2.0	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/fonts/fontawesome-webfont78ce.eot	(from http://www.ellipsonic.com/css/font-awesome.min.css)
11:14:34	56006/56006	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2003%20Jul%202017%2010:03:04%20GMT	http://www.ellipsonic.com/css/fonts/fontawesome-webfont.eot?	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/fonts/fontawesome-webfontd41d.eot	(from http://www.ellipsonic.com/css/font-awesome.min.css)
11:14:38	551/551	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2003%20Jul%202017%2010:03:21%20GMT	http://www.ellipsonic.com/css/images/breaker.svg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/breaker.svg	(from http://www.ellipsonic.com/css/style.css)
11:14:38	287007/287007	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2003%20Jul%202017%2010:03:09%20GMT	http://www.ellipsonic.com/css/fonts/fontawesome-webfont.svg?v=4.2.0	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/fonts/fontawesome-webfont78ce.svg	(from http://www.ellipsonic.com/css/font-awesome.min.css)
11:14:39	551/551	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2003%20Jul%202017%2010:03:21%20GMT	http://www.ellipsonic.com/css/images/breaker-bottom.svg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/breaker-bottom.svg	(from http://www.ellipsonic.com/css/style.css)
11:14:39	1362/1362	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:57%20GMT	http://www.ellipsonic.com/images/fancybox/fancybox_sprite.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/fancybox/fancybox_sprite.png	(from http://www.ellipsonic.com/css/style.css)
11:14:40	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/css/images/fancybox/blank.gif	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/fancybox/blank.gif	(from http://www.ellipsonic.com/css/style.css)
11:14:40	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/css/images/fancybox/fancybox_overlay.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/fancybox/fancybox_overlay.png	(from http://www.ellipsonic.com/css/style.css)
11:14:41	6567/6567	---M--	200	added ('OK')	image/gif	date:Mon,%2003%20Jul%202017%2010:03:56%20GMT	http://www.ellipsonic.com/images/fancybox/fancybox_loading.gif	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/fancybox/fancybox_loading.gif	(from http://www.ellipsonic.com/css/style.css)
11:14:41	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/css/images/fancybox/fancybox_sprite@2x.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/fancybox/fancybox_sprite@2x.png	(from http://www.ellipsonic.com/css/style.css)
11:14:41	65452/65452	---MCZ	200	added ('OK')	text/plain	date:Mon,%2003%20Jul%202017%2010:03:13%20GMT	http://www.ellipsonic.com/css/fonts/fontawesome-webfont.woff?v=4.2.0	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/fonts/fontawesome-webfont78ce.woff	(from http://www.ellipsonic.com/css/font-awesome.min.css)
11:14:42	112160/112160	---MCZ	200	added ('OK')	text/plain	date:Mon,%2003%20Jul%202017%2010:03:09%20GMT	http://www.ellipsonic.com/css/fonts/fontawesome-webfont.ttf?v=4.2.0	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/fonts/fontawesome-webfont78ce.ttf	(from http://www.ellipsonic.com/css/font-awesome.min.css)
11:14:42	12969/12969	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2003%20Jul%202017%2010:02:44%20GMT	http://www.ellipsonic.com/css/images/fancybox/fancybox_loading@2x.gif	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/css/images/fancybox/fancybox_loading@2x.gif	(from http://www.ellipsonic.com/css/style.css)
11:14:44	9106/9106	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:24%20GMT	http://www.ellipsonic.com/images/boxed.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/boxed.png	(from http://www.ellipsonic.com/css/style.css)
11:14:44	9106/9106	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:25%20GMT	http://www.ellipsonic.com/images/boxed@2X.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/boxed@2X.png	(from http://www.ellipsonic.com/css/style.css)
11:14:45	47435/47435	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:30%20GMT	http://www.ellipsonic.com/images/footer@2X.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/footer@2X.png	(from http://www.ellipsonic.com/css/style.css)
11:14:47	16183/16183	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:40%20GMT	http://www.ellipsonic.com/images/philosophy.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/philosophy.png	(from http://www.ellipsonic.com/about.html)
11:14:48	26791/26791	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:03:47%20GMT	http://www.ellipsonic.com/images/backgrounds/green.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/backgrounds/green.jpg	(from http://www.ellipsonic.com/skills.html)
11:14:48	18718/18718	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:13%20GMT	http://www.ellipsonic.com/images/team/sheetal.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/sheetal.jpg	(from http://www.ellipsonic.com/about.html)
11:14:49	6758/6758	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:05%20GMT	http://www.ellipsonic.com/images/team/priya.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/priya.jpg	(from http://www.ellipsonic.com/about.html)
11:14:49	28022/28022	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:03:48%20GMT	http://www.ellipsonic.com/images/backgrounds/red.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/backgrounds/red.jpg	(from http://www.ellipsonic.com/about.html)
11:14:50	6867/6867	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:04%20GMT	http://www.ellipsonic.com/images/team/prema.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/prema.jpg	(from http://www.ellipsonic.com/about.html)
11:14:51	16404/16404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:39%20GMT	http://www.ellipsonic.com/images/team/iftikar_sir.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/iftikar_sir.jpg	(from http://www.ellipsonic.com/about.html)
11:14:51	13013/13013	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:08%20GMT	http://www.ellipsonic.com/images/team/saquib.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/saquib.jpg	(from http://www.ellipsonic.com/about.html)
11:14:51	6617/6617	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:32%20GMT	http://www.ellipsonic.com/images/team/baijayanthi.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/baijayanthi.jpg	(from http://www.ellipsonic.com/about.html)
11:14:51	28338/28338	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:36%20GMT	http://www.ellipsonic.com/images/team/divya.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/divya.jpg	(from http://www.ellipsonic.com/about.html)
11:14:52	4283/4283	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:32%20GMT	http://www.ellipsonic.com/images/team/bashirath.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/bashirath.jpg	(from http://www.ellipsonic.com/about.html)
11:14:53	8631/8631	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:00%20GMT	http://www.ellipsonic.com/images/team/lovin.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/lovin.jpg	(from http://www.ellipsonic.com/about.html)
11:14:57	43404/43404	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:19%20GMT	http://www.ellipsonic.com/images/team/suraj.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/suraj.jpg	(from http://www.ellipsonic.com/about.html)
11:14:58	35706/35706	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:22%20GMT	http://www.ellipsonic.com/images/team/vikram.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/vikram.jpg	(from http://www.ellipsonic.com/about.html)
11:15:01	53938/53938	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jun%202017%2011:10:45%20GMT	http://www.ellipsonic.com/images/team/sangeeth.JPG	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/sangeeth.jpg	(from http://www.ellipsonic.com/about.html)
11:15:04	34780/34780	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:39%20GMT	http://www.ellipsonic.com/images/team/hemanth.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/hemanth.jpg	(from http://www.ellipsonic.com/about.html)
11:15:06	49186/49186	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Jun%202017%2011:10:49%20GMT	http://www.ellipsonic.com/images/team/sharan.JPG	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/sharan.jpg	(from http://www.ellipsonic.com/about.html)
11:15:07	96550/96550	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:12%20GMT	http://www.ellipsonic.com/images/team/shalini.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/shalini.jpg	(from http://www.ellipsonic.com/about.html)
11:15:08	39760/39760	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:04:38%20GMT	http://www.ellipsonic.com/images/team/eddie.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/eddie.jpg	(from http://www.ellipsonic.com/about.html)
11:15:08	7043/7043	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:03%20GMT	http://www.ellipsonic.com/images/team/person.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/person.jpg	(from http://www.ellipsonic.com/about.html)
11:15:08	3419/3419	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:32%20GMT	http://www.ellipsonic.com/images/logo-droid.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/logo-droid.png	(from http://www.ellipsonic.com/careers.php)
11:15:10	5832/5832	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:06:06%20GMT	http://www.ellipsonic.com/js/validator.min.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/validator.min.js	(from http://www.ellipsonic.com/careers.php)
11:15:10	16689/16689	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:03:45%20GMT	http://www.ellipsonic.com/images/backgrounds/blue.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/backgrounds/blue.jpg	(from http://www.ellipsonic.com/careers.php)
11:15:11	60236/60236	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202017%2010:05:20%20GMT	http://www.ellipsonic.com/images/team/varun.jpg	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/team/varun.jpg	(from http://www.ellipsonic.com/about.html)
11:15:11	35452/35452	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2003%20Jul%202017%2010:05:56%20GMT	http://www.ellipsonic.com/js/bootstrap.min.js	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/js/bootstrap.min.js	(from http://www.ellipsonic.com/careers.php)
11:15:12	7776/7776	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:33%20GMT	http://www.ellipsonic.com/images/logo-fixed-menu.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/logo-fixed-menu.png	(from http://www.ellipsonic.com/css/style.css)
11:15:13	32733/32733	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Jul%202017%2010:03:29%20GMT	http://www.ellipsonic.com/images/footer.png	C:/Users/prude/Desktop/others/http___www.ellipsonic.com_/www.ellipsonic.com/images/footer.png	(from http://www.ellipsonic.com/css/style.css)
